id,date,store_nbr,family,sales,onpromotion
771428,2014-03-10,53,LAWN AND GARDEN,0.0,0
771429,2014-03-10,53,LINGERIE,0.0,0
771430,2014-03-10,53,"LIQUOR,WINE,BEER",0.0,0
771431,2014-03-10,53,MAGAZINES,0.0,0
771432,2014-03-10,53,MEATS,0.0,0
771433,2014-03-10,53,PERSONAL CARE,0.0,0
771434,2014-03-10,53,PET SUPPLIES,0.0,0
771435,2014-03-10,53,PLAYERS AND ELECTRONICS,0.0,0
771436,2014-03-10,53,POULTRY,0.0,0
771437,2014-03-10,53,PREPARED FOODS,0.0,0
820688,2014-04-07,36,FROZEN FOODS,20.0,0
820689,2014-04-07,36,GROCERY I,2614.079,0
820690,2014-04-07,36,GROCERY II,7.0,0
820691,2014-04-07,36,HARDWARE,0.0,0
820692,2014-04-07,36,HOME AND KITCHEN I,0.0,0
820693,2014-04-07,36,HOME AND KITCHEN II,0.0,0
820694,2014-04-07,36,HOME APPLIANCES,0.0,0
820695,2014-04-07,36,HOME CARE,0.0,0
820696,2014-04-07,36,LADIESWEAR,0.0,0
820697,2014-04-07,36,LAWN AND GARDEN,4.0,0
820698,2014-04-07,36,LINGERIE,5.0,0
820699,2014-04-07,36,"LIQUOR,WINE,BEER",64.0,0
820700,2014-04-07,36,MAGAZINES,0.0,0
820701,2014-04-07,36,MEATS,125.164,0
820702,2014-04-07,36,PERSONAL CARE,226.0,0
820703,2014-04-07,36,PET SUPPLIES,0.0,0
820704,2014-04-07,36,PLAYERS AND ELECTRONICS,0.0,0
820705,2014-04-07,36,POULTRY,164.96,0
820706,2014-04-07,36,PREPARED FOODS,65.709,0
820707,2014-04-07,36,PRODUCE,0.0,0
820708,2014-04-07,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
820709,2014-04-07,36,SEAFOOD,1.0,0
820710,2014-04-07,37,AUTOMOTIVE,2.0,0
820711,2014-04-07,37,BABY CARE,0.0,0
879197,2014-05-10,28,FROZEN FOODS,77.891,0
879198,2014-05-10,28,GROCERY I,3301.571,5
879199,2014-05-10,28,GROCERY II,11.0,0
879200,2014-05-10,28,HARDWARE,2.0,0
879201,2014-05-10,28,HOME AND KITCHEN I,0.0,0
879202,2014-05-10,28,HOME AND KITCHEN II,0.0,0
879203,2014-05-10,28,HOME APPLIANCES,0.0,0
879204,2014-05-10,28,HOME CARE,0.0,0
879205,2014-05-10,28,LADIESWEAR,0.0,0
879206,2014-05-10,28,LAWN AND GARDEN,1.0,0
879207,2014-05-10,28,LINGERIE,10.0,0
879208,2014-05-10,28,"LIQUOR,WINE,BEER",524.0,0
879209,2014-05-10,28,MAGAZINES,0.0,0
879210,2014-05-10,28,MEATS,188.615,0
879211,2014-05-10,28,PERSONAL CARE,312.0,0
879212,2014-05-10,28,PET SUPPLIES,0.0,0
879213,2014-05-10,28,PLAYERS AND ELECTRONICS,0.0,0
879214,2014-05-10,28,POULTRY,271.003,0
879215,2014-05-10,28,PREPARED FOODS,72.301,0
879216,2014-05-10,28,PRODUCE,0.0,0
919230,2014-06-01,50,HOME AND KITCHEN I,0.0,0
919231,2014-06-01,50,HOME AND KITCHEN II,0.0,0
919232,2014-06-01,50,HOME APPLIANCES,1.0,0
919233,2014-06-01,50,HOME CARE,0.0,0
919234,2014-06-01,50,LADIESWEAR,0.0,0
919235,2014-06-01,50,LAWN AND GARDEN,8.0,0
919236,2014-06-01,50,LINGERIE,8.0,0
919237,2014-06-01,50,"LIQUOR,WINE,BEER",0.0,0
919238,2014-06-01,50,MAGAZINES,0.0,0
919239,2014-06-01,50,MEATS,807.299,0
919240,2014-06-01,50,PERSONAL CARE,788.0,0
919241,2014-06-01,50,PET SUPPLIES,0.0,0
919242,2014-06-01,50,PLAYERS AND ELECTRONICS,0.0,0
919243,2014-06-01,50,POULTRY,757.979,0
919244,2014-06-01,50,PREPARED FOODS,214.57,0
919245,2014-06-01,50,PRODUCE,7.0,0
919246,2014-06-01,50,SCHOOL AND OFFICE SUPPLIES,0.0,0
919247,2014-06-01,50,SEAFOOD,56.117,0
919248,2014-06-01,51,AUTOMOTIVE,10.0,0
919249,2014-06-01,51,BABY CARE,0.0,0
919250,2014-06-01,51,BEAUTY,16.0,0
919251,2014-06-01,51,BEVERAGES,5042.0,0
919252,2014-06-01,51,BOOKS,0.0,0
919253,2014-06-01,51,BREAD/BAKERY,1384.511,0
919254,2014-06-01,51,CELEBRATION,0.0,0
919255,2014-06-01,51,CLEANING,2598.0,0
919256,2014-06-01,51,DAIRY,2629.0,0
919257,2014-06-01,51,DELI,485.748,0
919258,2014-06-01,51,EGGS,597.0,0
919259,2014-06-01,51,FROZEN FOODS,409.48,0
983892,2014-07-08,15,PRODUCE,899.7365,84
983893,2014-07-08,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
983894,2014-07-08,15,SEAFOOD,0.0,0
983895,2014-07-08,16,AUTOMOTIVE,6.0,0
983896,2014-07-08,16,BABY CARE,0.0,0
983897,2014-07-08,16,BEAUTY,1.0,0
983898,2014-07-08,16,BEVERAGES,1951.0,1
983899,2014-07-08,16,BOOKS,0.0,0
983900,2014-07-08,16,BREAD/BAKERY,277.0,0
983901,2014-07-08,16,CELEBRATION,4.0,0
983902,2014-07-08,16,CLEANING,1182.0,1
983903,2014-07-08,16,DAIRY,370.0,0
983904,2014-07-08,16,DELI,232.0,0
983905,2014-07-08,16,EGGS,359.0,0
983906,2014-07-08,16,FROZEN FOODS,34.0,0
983907,2014-07-08,16,GROCERY I,2779.0,6
983908,2014-07-08,16,GROCERY II,6.0,0
983909,2014-07-08,16,HARDWARE,1.0,0
983910,2014-07-08,16,HOME AND KITCHEN I,3.0,0
983911,2014-07-08,16,HOME AND KITCHEN II,9.0,0
1028549,2014-08-02,19,BREAD/BAKERY,220.0,0
1028550,2014-08-02,19,CELEBRATION,0.0,0
1028551,2014-08-02,19,CLEANING,1524.0,0
1028552,2014-08-02,19,DAIRY,422.0,0
1028553,2014-08-02,19,DELI,318.0,0
1028554,2014-08-02,19,EGGS,66.0,0
1028555,2014-08-02,19,FROZEN FOODS,51.921,0
1028556,2014-08-02,19,GROCERY I,4617.0,0
1028557,2014-08-02,19,GROCERY II,57.0,0
1028558,2014-08-02,19,HARDWARE,0.0,0
1028559,2014-08-02,19,HOME AND KITCHEN I,0.0,0
1028560,2014-08-02,19,HOME AND KITCHEN II,0.0,0
1028561,2014-08-02,19,HOME APPLIANCES,0.0,0
1028562,2014-08-02,19,HOME CARE,0.0,0
1028563,2014-08-02,19,LADIESWEAR,0.0,0
1028564,2014-08-02,19,LAWN AND GARDEN,0.0,0
1028565,2014-08-02,19,LINGERIE,7.0,0
1028566,2014-08-02,19,"LIQUOR,WINE,BEER",61.0,0
1028567,2014-08-02,19,MAGAZINES,0.0,0
1028568,2014-08-02,19,MEATS,230.09,0
